"This file (cmr-smslareunion-tei-v1-answers.csv) collects the answers to the questionnaire ""cmr-smslareunion-tei-v1-questionnaire.pdf"".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ID;SEXE;AGE;LG_MAT_S;LG_MAT_C;LG_MAT_F;LG_MAT_O;LG_MAT_OTXT;LG_HOME_S;LG_HOME_C;LG_HOME_F;LG_HOME_O;LG_HOME_OTXT;LG_FRIEND_S;LG_FRIEND_C;LG_FRIEND_F;LG_FRIEND_O;LG_FRIEND_OTXT;LG_JOB_S;LG_JOB_C;LG_JOB_F;LG_JOB_O;LG_JOB_OTXT;STUDIES;STUDIES_TYPE;JOB;ZIP_HOME;ZIP_JOB;SMS_TIME;COUNT_WEEK;DICO;CHAT;FORUM;MAIL;WEB;DEST_JEUX;DEST_AMIS;DEST_FAM;DEST_COLL;DEST_O;DEST_OTXT;LG_DEST;LG_DESTF_S;LG_DESTF_C;LG_DESTF_F;LG_DESTF_O;LG_DESTF_OTXT;LG_DESTCON_S;LG_DESTCON_C;LG_DESTCON_F;LG_DESTCON_O;LG_DESTCON_OTXT;LG_DESTFAM_S;LG_DESTFAM_C;LG_DESTFAM_F;LG_DESTFAM_O;LG_DESTFAM_OTXT;LG_DESTCOL_S;LG_DESTCOL_C;LG_DESTCOL_F;LG_DESTCOL_O;LG_DESTCOL_OTXT;LG_DESTO_O;LG_DESTO_OTXT;DECODE;LG_SMS_NO;LG_SMS_FR;LG_SMS_CR;LG_SMS_O;LG_SMS_OTXT;LG_MIX;LG_MIX_S;LG_MIX_C;LG_MIX_F;LG_MIX_O;LG_MIX_OTXT;H_LEC;LEC_T_JOU;LEC_T_BD;LEC_T_WEB;LEC_T_SONG;LEC_T_BOOK;LEC_T_O;LEC_T_OTXT;LEC_CR;LEC_CR_JOU;LEC_CR_BD;LEC_CR_WEB;LEC_CR_SONG;LEC_CR_BOOK;LEC_CR_O;LEC_CR_OTXT;REDAC;REDAC_MOTS;REDAC_TRA;REDAC_JI;REDAC_O;REDAC_OTXT;REDAC_COMMENT;REDAC_CR;REDAC_CR_COMMENT;POB_PARTICIP;POB_COMMENT;FORM_DATE
cmr-slr-c001-p0133;f;17;;yes;yes;;;;yes;yes;;;;;yes;;;;;yes;;;lyc;g;sans;97418;97839;1to3;more100;no;rare;jms;rare;rare;0;2;1;0;3;ma meilleure amie et mon petit ami;yes;;yes;yes;;;;;yes;;;;;yes;;;;;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;;;1;;;;yes;yes;;;no;;;;;;;;yes;;yes;;;;Loisir;no;;;Le plus court possible pour ne pas payer plus cher;29/04/2008 17:33
cmr-slr-c001-p0134;f;19;;;yes;;;;yes;yes;;;;yes;yes;;;;;yes;;;lyc;p;sans;97421;97489;more5;20to50;no;jms;jms;jms;jms;0;1;2;0;0;;yes;;yes;yes;;;;;yes;;;;yes;yes;;;;yes;yes;;;;;moy;;yes;yes;;;yes;;yes;yes;;;2;;;yes;;yes;;;no;;;;;;;;yes;yes;;;;;parler pendant les cours avec les amis;yes;cc komen i lé;;le plu cour possible pour ne pa avoir a utilisé beaucoup de sms;29/04/2008 17:34
cmr-slr-c001-p0135;m;17;;yes;;;;;yes;yes;;;;yes;;;;;;yes;;;lyc;p;sans;97480;97480;1to3;10to20;no;tsjours;jms;regul;jms;3;3;3;3;1;ma copine;yes;;yes;yes;;;;yes;;;;;yes;;;;;;yes;;;;;fac;;yes;yes;;;no;;;;;;15;;;;yes;yes;;;no;;;;;;;;no;;;;;;;no;;692728443;avec des abréviations;29/04/2008 18:23
cmr-slr-c001-p0136;f;19;;yes;yes;;;;yes;;;;;;yes;;;;;yes;;;bac5;g;sans;97420;;more5;10to20;no;regul;jms;tsjours;jms;0;1;5;5;0;;yes;;yes;yes;;;;;yes;;;;yes;;;;;;yes;;;;;moy;;yes;yes;;;yes;;yes;yes;yes;anglais allemand;2;yes;;;;yes;;;no;;;;;;;;yes;;;yes;;;pour ne pas perdre ce plaisir et je le fais tous les jours puisque je suis étudiante;no;;;;29/04/2008 18:43
cmr-slr-c001-p0137;f;25;;;yes;;;;yes;yes;;;;yes;yes;;;;;;;;bac4;g;sans;97400;97400;3to5;10to20;no;tsjours;regul;tsjours;tsjours;4;1;2;3;0;;yes;;yes;yes;;;;;yes;;;;;yes;;;;yes;yes;;;;;moy;;yes;;;;yes;;yes;yes;;;4;yes;;;;;;;yes;;;yes;;;;;yes;yes;yes;;;;message sur post it aux gens de la maison, lettre administrative, mail;yes;parfois mots dans les sms;0692850518,0692719252,;pour aller plus vite je resume les mots en abrégeant selon les sonorités des lettres;30/04/2008 11:02
cmr-slr-c001-p0138;f;22;;yes;;;;;yes;;;;;yes;;;;;;yes;;;bac5;g;sans;97490;97490;more5;5to10;no;jms;jms;jms;rare;0;1;2;3;0;;yes;;yes;yes;;;;;yes;;;;yes;yes;;;;;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;;;3;yes;;yes;;yes;;;no;;;;;;;;yes;;;yes;;;une fois par semaine, pour me libérer et mettre mes idées au clair.;no;;692553546;J'écris machinalement, sans réfléchir aux abréviations. Ca vient naturellement.;30/04/2008 17:43
cmr-slr-c001-p0139;f;22;;yes;;;;;;yes;;;;yes;;;;;;yes;;;bac;g;comm;97490;;more5;20to50;no;rare;rare;regul;rare;2;1;3;0;0;;yes;;yes;;;;;;yes;;;;yes;;;;;yes;;;;;;fac;;yes;yes;;;yes;;yes;yes;;;2;yes;;yes;;yes;;;yes;;;yes;;;;;yes;;yes;;;;de rédiger des courries administratif, deux fois par semaine;no;;692550208,1;en abréviant les mots long et y ajoutant des petites images de tête qui rit,pleure,en colère;30/04/2008 20:31
cmr-slr-c001-p0140;f;21;;yes;yes;;;;;yes;yes;créole mauricien;;;yes;;;;;;;;bac;g;sans;97412;97490;more5;20to50;yes;regul;rare;regul;rare;4;1;3;2;0;;yes;;yes;yes;;;;;yes;;;;yes;yes;;;;;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;yes;anglais et espagnole;8;yes;yes;yes;;yes;;;yes;;yes;;yes;yes;;;yes;;;;yes;certains exercices scolaires tels que: commentaires composés, dissertes...;régulièrement pour les études;no;;0692244017,0692125074,0692352120,0692390887,0692179662,0692545182;si je n'utilise pas l'écriture intuitive, j'use des graphies phonétisantes, syllabogrammes, squelettes consonantiques et pour faire passer mes émotions: des smiley et des étirements graphiques. ;03/05/2008 11:07
cmr-slr-c001-p0141;f;22;;;yes;;;;yes;;;;;yes;;;;;;;;;bac2;g;sans;97490;97490;more5;20to50;no;rare;rare;regul;rare;4;1;3;2;0;;no;;;;;;;;;;;;;;;;;;;;;;;fac;;yes;;;;yes;;yes;yes;;;2;yes;yes;;;;;;no;;;;;;;;no;;;;;;;no;;;J'ecris mes sms en fonction de ce que je couhiate dire et en fonction du destinataire . S'il s'agit d'amis, j'utilise des codes et pour ma famille, j'écris tout en entier. J'utilise beaucoup de code si je vois que je dépasse légèrement un sms;04/05/2008 09:07
cmr-slr-c001-p0142;f;19;;yes;;;;;yes;;;;;yes;;;;;yes;yes;;;bac1;g;sans;97410;97410;3to5;5to10;no;rare;jms;rare;jms;0;1;3;2;0;;yes;;yes;yes;;;;;yes;;;;yes;;;;;;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;;;2;yes;;yes;;yes;;;no;;;;;;;;yes;yes;;;yes;Prise de notes de cours;scolaire, six heures minimum tous les jours ;no;;;assez compréhensible, des abréviations que tout le monde peut comprendre;04/05/2008 10:11
cmr-slr-c001-p0143;f;37;;;;yes;néerlandais;;;yes;;;;;yes;yes;néerlandais;;;yes;yes;néerlandais anglais;bac5+;g;cadre;97490;97490;more5;10to20;yes;rare;jms;tsjours;rare;0;1;3;2;4;travail communication avec étudiants ;yes;;yes;yes;yes;néerlandais anglais;;;yes;yes;néerlandais;;;yes;yes;néerlandais ;;;yes;;;;;moy;;yes;;yes;néerlandais;yes;;yes;yes;yes;néerlandais anglais allemand espagnol;4;yes;yes;yes;;yes;yes;recherche;yes;;yes;;yes;yes;yes;des corpus oraux transcrits;yes;yes;;;yes;articles dossiers d'étudiants à annoter;tous les jours travail;yes;transcriptions de corpus oraux;;;05/05/2008 08:29
cmr-slr-c001-p0144;f;44;;;yes;;;;;;yes;en formation langue des signes;;;yes;;;;;yes;;;bac2;p;admin;97400;97715;3to5;10to20;no;jms;jms;tsjours;jms;3;2;1;0;0;;yes;;yes;;yes;anglais;;;yes;;;;yes;;yes;anglais;;;yes;;;;;moy;yes;;;;;yes;;yes;yes;;;3;yes;yes;yes;;yes;;;yes;yes;yes;;;;;;yes;yes;yes;;;;"Mots amoureux. Messages gentils et d'organisation à mon fils pour la journée. Courrier amicaux. Ce ""mélange""  est presque quotidien";yes;quand le coeur et l'humour s'en mêle;0692314194,0692576317,;pour mon fils qui n aime pas trop lire et ecrire ado je redige toujours en francais et sans raccourci pour amoureux et amis au grè de mon impulsion et de l'intensité du message à faire passer;05/05/2008 08:39
cmr-slr-c001-p0145;f;26;;yes;yes;;;;yes;;;;;yes;yes;;;;;yes;;;bac3;g;sans;97460;97400;more5;10to20;no;rare;rare;regul;regul;4;2;1;0;3;copain;yes;;;yes;;;;yes;yes;;;;yes;;;;;;yes;;;;;fac;yes;;;;;yes;;yes;yes;;;2;;;yes;;yes;;;no;;;;;;;;yes;;yes;;;;écrire à mes amis et amies pour avoir de leur nouvelles;no;;;j'écris souvent sous forme d'abrégé, un peu en créole mélangé avec le français.;05/05/2008 12:43
cmr-slr-c001-p0146;f;26;;yes;;;;;yes;;;;;yes;yes;;;;yes;yes;yes;ourdou et hindi;bac5;g;sans;97440;97490;more5;10to20;no;regul;regul;tsjours;rare;1;4;5;2;0;;yes;;yes;yes;yes;hinid et ourdou et japonais et coréen;;;yes;;;;yes;yes;;;;;yes;;;;;moy;;yes;;;;yes;;;yes;yes;anglais et ourdou et hindi et coréen et japonais;2;yes;;yes;yes;yes;;;no;;;;;;;;yes;;;;yes;brouillons;tous les jours ou tous les deux jours pour des CV et lettres de motivation et travaux universitaires;no;;;courte et simple;05/05/2008 14:36
cmr-slr-c001-p0147;f;45;;yes;yes;;;;yes;yes;;;;yes;yes;yes;anglais;;;yes;yes;anglais;lyc;g;ouv;97410;97410;1to3;10to20;no;rare;rare;regul;rare;4;2;1;3;0;;yes;;yes;yes;;;;;yes;;;;yes;yes;;;;;yes;yes;anglais;;;fac;;yes;yes;;;no;;;;;;6;yes;;;;yes;;;yes;yes;;;;;;;yes;yes;;;;;toujours;no;;;en abreger et selon le son;05/05/2008 20:14
cmr-slr-c001-p0148;f;19;;;yes;;;;yes;yes;;;;;yes;;;;;yes;;;lyc;g;sans;97400;97400;3to5;20to50;no;jms;rare;tsjours;rare;3;1;1;0;0;;no;;;;;;;;;;;;;;;;;;;;;;;moy;;yes;;;;yes;;yes;yes;;;3;yes;yes;yes;yes;yes;;;no;;;;;;;;yes;yes;yes;;yes;cours;étudier, se distraire, dix heures par jour environs;no;;;Je l'ai écrit rapidement et avec de nombreuse abréviasion, mais trop point n'en faut car on ne comprend plus rien si c'est vraiment trop abrégé.;06/05/2008 15:07
cmr-slr-c001-p0149;f;22;;yes;;;;;;yes;;;;yes;yes;;;;;yes;;;bac2;g;comm;97490;97400;more5;10to20;no;jms;jms;tsjours;jms;4;2;1;3;0;;no;;;;;;;;;;;;;;;;;;;;;;;fac;;yes;;;;yes;;yes;yes;;;9;yes;;yes;;;yes;documents utile a mon activité professionnel;no;;;;;;;;yes;yes;;;;;"durant le travail
transmission de divers message";no;;;;07/05/2008 10:44
cmr-slr-c001-p0150;f;17;;yes;;;;;yes;yes;;;;yes;yes;;;;;yes;;;lyc;g;sans;97432;97432;3to5;5to10;no;tsjours;regul;regul;regul;0;2;1;3;0;;yes;;yes;yes;;;;;yes;;;;yes;yes;;;;;yes;;;;;moy;;yes;yes;;;yes;;yes;yes;;;2;yes;;yes;;yes;;;no;;;;;;;;yes;;yes;;;;tous les jours;no;;;quand j'envoi un sms je réduis mes mots pour qu'ils passent dans un seul message.;07/05/2008 12:58
cmr-slr-c001-p0151;f;22;;yes;yes;;;;yes;yes;;;;yes;yes;;;;yes;yes;;;bac3;g;sans;97490;97490;3to5;less5;no;jms;jms;tsjours;jms;0;1;2;0;4;professeure de l'université;yes;;;yes;;;;;yes;;;;yes;yes;yes;anglais;;;yes;;;;;moy;;yes;yes;;;yes;;yes;yes;;;5;;;;;yes;yes;articles universitaires, cours universitaires;yes;yes;;;;;;;yes;yes;yes;;yes;prise de notes rapide pour les cours, rédaction de dossiers et d'exposés universitaires, fiche de lecture;Pour l'université. Régulièrement. Les fiches de lecture sont pour moi: rarement;no;;0692292766,0692087719,0692361675,0692868741,0692172077,0692566172,0693932709,0692663586,0692449614,0692329242;J'écris souvent de façon non abrégée et parfois avec des abbréviations qui sont, en outre, facilement compréhensibles;07/05/2008 14:24
cmr-slr-c001-p0152;f;17;;yes;;;;;yes;;;;;yes;yes;;;;;yes;;;lyc;p;sans;97410;97410;more5;more100;no;tsjours;rare;rare;tsjours;5;3;4;2;1;mon chéri;yes;;yes;;;;;yes;yes;;;;yes;;;;;yes;;;;yes;mon chéri français;fac;;yes;yes;;;yes;;yes;yes;;;2;yes;yes;yes;yes;yes;;;yes;;;yes;yes;;;;yes;yes;;yes;;;pour le fun;yes;pour le fun pour vidé l'esprit;692158350;jabrege de ma manière en espéran ke la personne compren facilemen;07/05/2008 17:46
cmr-slr-c001-p0153;f;21;;;yes;;;;yes;;;;;yes;yes;;;;;yes;;;bac3;g;sans;97470;97490;more5;10to20;no;jms;jms;tsjours;jms;4;1;2;0;0;;yes;;;yes;yes;espagnol anglais;;;yes;;;;;yes;;;;;yes;;;;;moy;;yes;;;;yes;;;yes;yes;espagnol anglais;3;yes;;yes;yes;yes;;;yes;;;;yes;;;;yes;yes;yes;yes;;cours , devoirs, emploi du temps, mémo;pour ne pas oublier, parce que j'aime écrire et que l'odinateur ça n'a jamais été mon truc;yes;rarement, juste des ptis mots pour rire;;je ne réfléchis pas ça coule de source et lorsque je veux limiter mes sms à un message je réduis tous les mots ou les transforme ;08/05/2008 06:42
cmr-slr-c001-p0154;f;18;;;yes;;;;yes;yes;;;;yes;yes;;;;;yes;;;bac1;g;sans;97427;97430;3to5;5to10;no;regul;rare;rare;jms;0;1;2;0;0;;no;;;;;;;;;;;;;;;;;;;;;;;moy;;yes;;;;yes;;;yes;yes;japonais;2;;yes;yes;yes;;;;no;;;;;;;;yes;yes;;;;;"sans but précis
assez souvent, dès que j'ai une feuille et un crayon";no;;;tout dépend du destinataire et de la taille que fais le SMS ;08/05/2008 18:31
cmr-slr-c001-p0155;f;26;;;yes;yes;GUJARATI;;;yes;yes;GUJARATI;;;yes;yes;GUJARATI;;;yes;yes;ANGLAIS;bac5+;g;enssec;97400;97490;more5;20to50;no;rare;tsjours;tsjours;jms;0;4;5;2;2;ELEVES COURS PARTICULIERS;yes;;;yes;yes;ANGLAIS;;;yes;;;;;yes;yes;ANGLAIS;;;yes;yes;ANGLAIS;;;fac;;yes;;yes;ANGLAIS;yes;;;yes;yes;ANGLAIS;2;yes;;yes;;yes;;;no;;;;;;;;yes;yes;;;;;Je m'y retrouve mieux quand c'est mon écriture particulièrement dans mon agenda qui ne me quitte jamais;no;;;court et très abbrégé pour un max d'efficité;08/05/2008 18:37
cmr-slr-c001-p0156;m;22;;yes;yes;;;;yes;yes;;;;yes;yes;;;;;yes;;;bac2;g;sans;97480;;more5;more100;yes;rare;regul;tsjours;rare;4;1;2;3;5;autres;yes;;;yes;;;;;yes;;;;yes;;;;;;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;;;2;yes;;yes;;yes;;;yes;;yes;yes;yes;;;;yes;yes;yes;;;;Pour faire passer des messages,pour rires;yes;Oui ça m'arrive;0692390607,0692244341,0692098181,0692098962,0692088612;Ben simplmnt,com ça... É pui je c pa koi dir;08/05/2008 23:59
cmr-slr-c001-p0157;f;22;;;yes;;;;;yes;;;;;yes;;;;;yes;;;bac2;g;sans;97490;97490;more5;5to10;yes;rare;jms;rare;jms;5;1;3;3;1;mon petit ami;no;;;;;;;;;;;;;;;;;;;;;;;fac;;yes;;;;no;;;;;;2;;yes;yes;yes;yes;;;no;;;;;;;;yes;yes;;yes;;;pour mieux me comprendre environs deux fois par semaine, parler avec mes amis pendant certains cours;no;;;ça dépend totalement du temps que j'ai ou si je fais autre chose en même temps. Plus je devrai faire de choses en même temps, plus j'écrirai avec des abréviations;10/05/2008 23:49
cmr-slr-c001-p0158;f;16;;;yes;;;;;yes;;;;yes;;;;;;yes;;;lyc;g;sans;97410;97410;3to5;20to50;no;rare;rare;tsjours;jms;5;1;3;0;0;;no;;;;;;;;;;;;;;;;;;;;;;;moy;;yes;yes;;;yes;;yes;yes;;;3;yes;yes;yes;;yes;;;yes;;;;yes;yes;;;yes;yes;;;;;Amis, quatre ou cinq par jours;yes;des petits mots, en mélangeant français et créole;;souvent en language texto, pour aller plus vite et utiliser le moins de caractères possibles;12/05/2008 09:23
cmr-slr-c001-p0159;f;16;;;yes;;;;;yes;;;;yes;;;;;;;;;lyc;g;sans;97410;97410;3to5;10to20;no;rare;rare;tsjours;jms;5;1;3;0;0;;no;;;;;;;;;;;;;;;;;;;;;;;moy;;yes;yes;;;yes;;yes;yes;;;3;yes;yes;yes;;yes;;;yes;;;;;yes;;;yes;yes;;;;;de temps en temps aux amis;no;;;rapidement, en langage texto;12/05/2008 09:30
cmr-slr-c001-p0160;m;24;;;yes;;;;yes;yes;;;;yes;yes;;;;yes;yes;;;bac2;p;admin;97400;97490;more5;20to50;no;tsjours;rare;tsjours;jms;5;2;1;4;2;amante;yes;;yes;yes;;;;yes;;;;;yes;yes;;;;;yes;;;;;moy;;yes;yes;;;yes;;yes;yes;yes;anglais smiley;2;yes;;yes;;yes;;;no;;;;;;;;yes;yes;yes;;;;rarement pour prendre des informations ;no;;;;13/05/2008 11:17
cmr-slr-c001-p0161;m;18;;yes;yes;;;;yes;yes;;;;yes;yes;;;;;yes;;;lyc;g;sans;97410;97410;more5;10to20;no;jms;regul;regul;jms;0;1;1;1;0;;yes;;yes;yes;;;;yes;yes;;;;yes;yes;;;;;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;yes;anglais;3;yes;yes;yes;;yes;;;yes;;yes;;yes;;;;no;;;;;;;no;;;"la plus rapide possible tout en restant compréhensible
";13/05/2008 17:31
cmr-slr-c001-p0162;m;22;;yes;;;;;yes;yes;;;;;yes;;;;;yes;;;bac5+;g;enssec;97410;97410;more5;more100;yes;rare;rare;tsjours;regul;4;2;1;3;0;;no;;;;;;;;;;;;;;;;;;;;;;;fac;;yes;;;;yes;;;;yes;anglais;1;yes;;yes;;yes;;;no;;;;;;;;yes;yes;;;;;tres rarement, a ma copine;no;;692691477;en francais car c est plus rapide avec l aide du telephone et c est comprehensible de tous;13/05/2008 18:39
cmr-slr-c001-p0163;f;43;;;yes;;;;;yes;;;;;yes;;;;;yes;;;bac5;g;enspm;97410;97410;more5;10to20;no;tsjours;tsjours;tsjours;jms;0;2;1;3;0;;no;;;;;;;;;;;;;;;;;;;;;;;fac;;yes;;;;yes;;;yes;yes;anglais;6;yes;;yes;;yes;;;no;;;;;;;;yes;yes;yes;;yes;école;correctios remarques communication;no;;0692264678,0692077046,0692660233;Tres proche du français que j'ecris avec qlqs abréviations;13/05/2008 19:07
cmr-slr-c001-p0164;m;20;;yes;yes;;;;yes;;;;;yes;;;;;;yes;;;bac2;g;sans;97437;97400;more5;more100;no;tsjours;regul;regul;jms;0;1;2;3;4;inconnu;yes;;yes;;;;;;yes;;;;yes;;;;;;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;;;8;yes;;yes;yes;yes;;;no;;;;;;;;yes;yes;;;;;cours;no;;;j'écris les sms de façon a etre le plus court possible afin de gagner des caractère pour dire plus de choses.J'essaye de remplacé les sons par une simple lettre;14/05/2008 11:17
cmr-slr-c001-p0165;f;38;;;yes;;;;;;yes;creole;;yes;;;;;;yes;;;col;p;admin;97400;97400;3to5;5to10;yes;jms;jms;regul;jms;0;1;2;3;0;;yes;;;yes;;;;;yes;;;;;yes;;;;;yes;;;;;moy;;yes;;;;yes;;yes;yes;;;3;yes;;yes;;yes;;;no;;;;;;;;yes;yes;;;;;pour le travail;no;;0692040689,0692873526,0692837893;en abregé;14/05/2008 14:37
cmr-slr-c001-p0166;f;23;;yes;;;;;yes;yes;;;;;yes;;;;;yes;;;bac3;g;sans;97440;97400;more5;5to10;no;regul;jms;tsjours;rare;0;2;1;0;0;;no;;;;;;;;;;;;;;;;;;;;;;;moy;;yes;yes;;;yes;;yes;yes;;;1;yes;;yes;;yes;;;no;;;;;;;;yes;;yes;;;;raison personnelle;no;;;;14/05/2008 14:47
cmr-slr-c001-p0167;f;19;;yes;yes;;;;yes;yes;;;;yes;yes;;;;;yes;;;bac2;g;sans;97438;97410;3to5;10to20;no;rare;rare;tsjours;jms;4;1;2;3;0;;yes;;;yes;;;;;yes;;;;yes;;;;;;yes;;;;;fac;;yes;;;;yes;;yes;yes;yes;anglais;1;yes;;yes;yes;;;;no;;;;;;;;yes;yes;yes;;;;pour des raisons professionnel, pour ne pas oublier certaines choses, pour extérioriser certaines pensée, fréquence : tous les jours;no;;;Rapidement, en essayant d'utiliser le moins de lettres possible pour pouvoir dire plus de choses.;14/05/2008 19:41
cmr-slr-c001-p0168;m;20;;;yes;;;;yes;yes;;;;;yes;;;;;yes;;;bac1;g;sans;97400;97490;3to5;20to50;no;regul;jms;regul;regul;4;1;2;3;5;ennemis;yes;;;yes;;;;;yes;;;;yes;yes;;;;;yes;;;;;moy;;yes;yes;;;yes;;;yes;yes;anglais;4;yes;yes;yes;;;;;no;;;;;;;;yes;yes;yes;;;;discuter,s'amuser;no;;;rapide claire et concise;14/05/2008 21:26
cmr-slr-c001-p0169;f;18;;yes;yes;;;;yes;yes;;;;yes;yes;yes;Allemand;;;yes;yes;allemand;bac;g;sans;97430;97490;more5;50to100;yes;jms;jms;tsjours;regul;4;1;2;3;0;;yes;;yes;yes;yes;allemand;;;yes;;;;yes;yes;;;;;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;;;5;yes;;yes;yes;yes;yes;pour le travail scolaire;yes;yes;;;yes;;;;yes;yes;yes;;;;ecrire est un besoin et par conséquent, c'est une activité que je fais très frequemment;no;;;comme je parle, ou comme je pense.;14/05/2008 22:09
cmr-slr-c001-p0170;f;24;;;yes;;;;yes;yes;;;;yes;yes;;;;yes;yes;yes;anglais;bac2;g;sans;97490;9749-;more5;20to50;no;rare;rare;regul;jms;4;1;2;3;0;;yes;;yes;yes;yes;anglais;;;yes;;;;yes;yes;;;;;yes;;;;;fac;;yes;yes;yes;anglais;no;;;;;;1;yes;yes;;yes;yes;;;no;;;;;;;;no;;;;;;;no;;;;15/05/2008 04:06
cmr-slr-c001-p0171;m;25;;yes;;;;;;yes;;;;yes;yes;;;;yes;yes;;;bac;g;admin;97450;97450;more5;10to20;no;regul;jms;regul;jms;4;3;1;2;0;;yes;;yes;yes;;;;yes;yes;;;;yes;yes;;;;yes;yes;;;;;moy;;yes;yes;;;yes;;yes;yes;;;1;yes;;yes;yes;;;;no;;;;;;;;yes;yes;;;;;dans le cadre de mon travail. environs deux heures par semaine;no;;;j'ecris comme ca viens dans ma tete. j'adopte aussi généralement les autres sms des autres;15/05/2008 11:07
cmr-slr-c001-p0172;f;28;;yes;;;;;;yes;;;;yes;yes;;;;yes;yes;;;bac2;g;sans;97432;97432;more5;20to50;no;regul;jms;regul;jms;4;1;2;3;0;;yes;;yes;yes;;;;;yes;;;;yes;yes;;;;yes;yes;;;;;moy;;yes;yes;;;yes;;yes;yes;;;1;yes;;yes;;yes;;;no;;;;;;;;yes;yes;;;;;dans le cadre de mon travail. environs deux à trois heures par semaine;no;;;j'ecris de maniere intuitive;15/05/2008 11:16
cmr-slr-c001-p0173;f;17;;;yes;;;;;yes;;;;;yes;;;;;yes;;;lyc;g;sans;97421;;more5;10to20;no;rare;jms;tsjours;rare;5;2;3;0;1;mon amoureu;no;;;;;;;;;;;;;;;;;;;;;;;fac;;yes;;;;yes;;;yes;yes;"anglais 
";2;yes;;;;yes;;;yes;;yes;;;;;;yes;yes;;;;en cours , en devoirs ;pour communiquer et tous les jours;no;;;non;15/05/2008 17:25
cmr-slr-c001-p0174;f;18;;yes;yes;;;;yes;yes;;;;yes;yes;;;;yes;yes;yes;Espagnol;lyc;g;sans;97480;97480;more5;10to20;no;jms;jms;rare;rare;4;2;3;0;1;petit ami;no;;;;;;;;;;;;;;;;;;;;;;;fac;;yes;yes;;;yes;;yes;yes;;;4;yes;;yes;;yes;;;no;;;;;;;;yes;yes;;;yes;Les cours;presque tout les jours lors des prises de note au lycé;no;;692047490;jpe écrir kom cela. afin déconomizé lé letr;15/05/2008 19:51
cmr-slr-c001-p0175;f;22;;yes;yes;;;;yes;;;;;yes;yes;;;;;yes;;;bac1;g;sans;97425;97430;more5;20to50;no;rare;jms;rare;jms;5;4;1;3;0;;no;;;;;;;;;;;;;;;;;;;;;;;fac;yes;;;;;no;;;;;;3;;;;;yes;;;no;;;;;;;;yes;yes;yes;;;;POUR NE PAS OUBLIER? TOUS LES JOURS;no;;692635614,1;DE MANIERE BREVE ET COMPREHENSIBLE;16/05/2008 09:35
cmr-slr-c001-p0176;f;24;;;yes;;;;yes;yes;;;yes;yes;yes;yes;anglais;yes;yes;yes;;;bac3;g;proflib;97434;97400;3to5;20to50;no;regul;rare;tsjours;rare;4;2;1;3;5;personnes sourdes;yes;;yes;yes;yes;anglais;yes;yes;yes;yes;anglais;;;yes;yes;anglais;yes;yes;yes;;;;;fac;;yes;;yes;anglais;yes;yes;yes;yes;yes;anglais;2;yes;;yes;yes;yes;;;no;;;;;;;;yes;yes;yes;yes;;;plaisir d'écrire, désir de traces  , facilité de réflexion a l'écrit ;no;;692656672,1;"simple et rapide pour se donner rdv ou confirmer ma venue
plus longue pour blaguer ou souligner qq chose de drole";16/05/2008 15:16
cmr-slr-c001-p0177;m;18;;yes;yes;;;;yes;yes;;;;yes;yes;;;;;yes;;;lyc;g;sans;97410;97410;1to3;more100;no;rare;jms;regul;rare;4;1;2;3;5;rencontre;yes;;yes;;;;;yes;yes;;;;;yes;;;;;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;;;1;yes;;;;yes;;;no;;;;;;;;yes;;;;yes;Lettre, message, cours...;Pour contacter, apprendre...;no;;692592512;En somme j'écris mes sms en fonction de ce que je vois ou avais vu, parfois j'aime bien inventer mes propre orthographe.;17/05/2008 11:34
cmr-slr-c001-p0178;f;20;;yes;;;;;yes;yes;;;;yes;yes;;;;;yes;;;bac;g;sans;97432;;more5;more100;no;rare;regul;tsjours;regul;4;1;2;3;5;rien;yes;;yes;yes;yes;abréviation ;;;yes;;;;yes;yes;;;;;yes;;;;;fac;;yes;yes;yes;anglais;yes;;yes;yes;yes;anglais;4;;;yes;yes;;yes;blog;no;;;;;;;;yes;yes;;yes;;;pour mon copain et mes etats d'ame;no;;;"jécris souvent en abrégé d'ailleur il m'arrive d'oublier la bonne orthographe des mots lorsque je sois écrire ""normalement"". pour moi l'abréviation est bien plus rapide que d'écrire avec la bonne orthographe sa me fait perdre moin de temps et les réponses attendus sont plus rapides.";26/05/2008 13:28
